round,accuracy,client_accuracies,loss,client_update_norms,keep_rate
39,0.9924,"[0.998, 0.984, 0.99, 1.0, 0.98, 0.986, 0.99, 0.996, 0.99, 0.996, 0.98, 0.994, 0.988, 1.0, 0.988, 1.0, 0.996, 0.994, 1.0, 0.998]",0.024053881299460754,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
40,0.9928,"[1.0, 0.994, 0.988, 0.984, 0.99, 1.0, 0.992, 0.996, 0.988, 0.996, 0.994, 0.998, 0.98, 1.0, 0.988, 1.0, 0.98, 0.99, 0.998, 1.0]",0.023831199504184754,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
41,0.9926,"[0.984, 1.0, 1.0, 1.0, 0.998, 0.998, 0.994, 0.988, 0.998, 0.992, 0.988, 0.994, 0.98, 0.99, 0.99, 1.0, 0.988, 0.994, 0.996, 0.98]",0.023886396445031367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
42,0.9926,"[0.98, 1.0, 0.99, 0.994, 0.994, 1.0, 0.998, 1.0, 0.988, 0.996, 0.988, 0.998, 0.998, 0.98, 0.988, 0.992, 0.982, 0.99, 0.996, 1.0]",0.023755447459680567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
43,0.9928,"[0.982, 0.998, 0.99, 0.99, 0.988, 0.996, 1.0, 0.98, 0.998, 0.99, 0.988, 0.996, 1.0, 0.98, 1.0, 0.994, 0.998, 0.996, 1.0, 0.992]",0.02378746676675334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
44,0.9929,"[0.99, 1.0, 1.0, 0.99, 0.988, 0.984, 0.998, 0.994, 1.0, 0.98, 1.0, 1.0, 0.994, 0.992, 0.99, 0.996, 0.996, 0.988, 0.998, 0.98]",0.02373279861518789,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
45,0.9929,"[0.99, 0.98, 0.994, 0.994, 0.998, 0.99, 0.988, 1.0, 0.984, 1.0, 1.0, 0.996, 0.988, 0.998, 1.0, 0.98, 0.99, 1.0, 0.996, 0.992]",0.023689136498338925,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
46,0.993,"[0.98, 0.992, 0.994, 0.98, 0.99, 1.0, 0.992, 0.984, 0.99, 0.994, 0.998, 1.0, 0.994, 1.0, 1.0, 0.988, 0.99, 0.998, 1.0, 0.996]",0.023744031103423067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
47,0.9928,"[0.996, 0.996, 0.998, 1.0, 0.99, 0.984, 0.99, 0.98, 1.0, 0.992, 0.988, 0.994, 1.0, 0.998, 0.988, 1.0, 0.992, 1.0, 0.98, 0.99]",0.023621552468934937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
48,0.9929,"[0.99, 1.0, 0.984, 1.0, 1.0, 0.998, 0.996, 0.998, 1.0, 0.98, 0.98, 0.992, 0.996, 0.988, 0.994, 0.992, 0.99, 0.99, 1.0, 0.99]",0.023518544232239157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
49,0.9927,"[0.996, 1.0, 0.99, 0.99, 1.0, 1.0, 0.998, 0.994, 0.998, 0.988, 0.98, 0.98, 0.992, 0.984, 1.0, 1.0, 0.988, 0.996, 0.988, 0.992]",0.023342396182540706,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
50,0.9926,"[1.0, 0.988, 1.0, 0.988, 0.992, 0.996, 0.988, 0.996, 0.978, 0.99, 0.99, 1.0, 1.0, 1.0, 0.998, 0.998, 0.994, 0.98, 0.984, 0.992]",0.023347173840994627,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
